gelF_I_3mm18	gelF_I_3mm18	gelF_I_3mm18	
0.591146	0.715	71.56	
0.443885	0.715	71.565	
0.290314	0.715	71.57	
0.427056	0.715	71.575	
0.572212	0.715	71.58	
0.479649	0.715	71.585	
0.34501	0.715	71.59	
0.479649	0.715	71.595	
0.620598	0.715	71.6	
0.473337	0.716	71.605	
0.311351	0.716	71.61	
0.443885	0.716	71.615	
0.584835	0.716	71.62	
0.403915	0.716	71.625	
0.262965	0.716	71.63	
0.441782	0.716	71.635	
0.618494	0.716	71.64	
0.483856	0.716	71.645	
0.342907	0.716	71.65	
0.490167	0.716	71.655	
0.612183	0.716	71.66	
0.439678	0.716	71.665	
0.260862	0.716	71.67	
0.416537	0.716	71.675	
0.584835	0.716	71.68	
0.492271	0.716	71.685	
0.347114	0.716	71.69	
0.473337	0.716	71.695	
0.589042	0.716	71.7	
0.416537	0.717	71.705	
0.244032	0.717	71.71	
0.389189	0.717	71.715	
0.568005	0.717	71.72	
0.441782	0.717	71.725	
0.330284	0.717	71.73	
0.521723	0.717	71.735	
0.671087	0.717	71.74	
0.471234	0.717	71.745	
0.265069	0.717	71.75	
0.382877	0.717	71.755	
0.544864	0.717	71.76	
0.424952	0.717	71.765	
0.300832	0.717	71.77	
0.460715	0.717	71.775	
0.641635	0.717	71.78	
0.515412	0.717	71.785	
0.351322	0.717	71.79	
0.464923	0.717	71.795	
0.561694	0.717	71.8	
0.416537	0.718	71.805	
0.290314	0.718	71.81	
0.460715	0.718	71.815	
0.635324	0.718	71.82	
0.496478	0.718	71.825	
0.347114	0.718	71.83	
0.492271	0.718	71.835	
0.629013	0.718	71.84	
0.448093	0.718	71.845	
0.265069	0.718	71.85	
0.380774	0.718	71.855	
0.568005	0.718	71.86	
0.443885	0.718	71.865	
0.315558	0.718	71.87	
0.460715	0.718	71.875	
0.639532	0.718	71.88	
0.500686	0.718	71.885	
0.323973	0.718	71.89	
0.416537	0.718	71.895	
0.536449	0.718	71.9	
0.420744	0.719	71.905	
0.298729	0.719	71.91	
0.483856	0.719	71.915	
0.694228	0.719	71.92	
0.521723	0.719	71.925	
0.347114	0.719	71.93	
0.475441	0.719	71.935	
0.612183	0.719	71.94	
0.422848	0.719	71.945	
0.260862	0.719	71.95	
0.410226	0.719	71.955	
0.599561	0.719	71.96	
0.46913	0.719	71.965	
0.307143	0.719	71.97	
0.445989	0.719	71.975	
0.620598	0.719	71.98	
0.492271	0.719	71.985	
0.307143	0.719	71.99	
0.431263	0.719	71.995	
0.589042	0.719	72	
0.46913	0.72	72.005	
0.311351	0.72	72.01	
0.473337	0.72	72.015	
0.66688	0.72	72.02	
0.496478	0.72	72.025	
0.311351	0.72	72.03	
0.431263	0.72	72.035	
0.589042	0.72	72.04	
0.437574	0.72	72.045	
0.273484	0.72	72.05	
0.429159	0.72	72.055	
0.616391	0.72	72.06	
0.494375	0.72	72.065	
0.319766	0.72	72.07	
0.437574	0.72	72.075	
0.599561	0.72	72.08	
0.460715	0.72	72.085	
0.256654	0.72	72.09	
0.359736	0.72	72.095	
0.546968	0.72	72.1	
0.46913	0.721	72.105	
0.34501	0.721	72.11	
0.494375	0.721	72.115	
0.673191	0.721	72.12	
0.534345	0.721	72.125	
0.330284	0.721	72.13	
0.437574	0.721	72.135	
0.572212	0.721	72.14	
0.414433	0.721	72.145	
0.252447	0.721	72.15	
0.384981	0.721	72.155	
0.607976	0.721	72.16	
0.515412	0.721	72.165	
0.349218	0.721	72.17	
0.464923	0.721	72.175	
0.618494	0.721	72.18	
0.471234	0.721	72.185	
0.275588	0.721	72.19	
0.363944	0.721	72.195	
0.557486	0.721	72.2	
0.490167	0.722	72.205	
0.357633	0.722	72.21	
0.515412	0.722	72.215	
0.696332	0.722	72.22	
0.517516	0.722	72.225	
0.311351	0.722	72.23	
0.41233	0.722	72.235	
0.551175	0.722	72.24	
0.414433	0.722	72.245	
0.269276	0.722	72.25	
0.3955	0.722	72.255	
0.610079	0.722	72.26	
0.511204	0.722	72.265	
0.334492	0.722	72.27	
0.420744	0.722	72.275	
0.551175	0.722	72.28	
0.391292	0.722	72.285	
0.252447	0.722	72.29	
0.37867	0.722	72.295	
0.584835	0.722	72.3	
0.534345	0.723	72.305	
0.420744	0.723	72.31	
0.563798	0.723	72.315	
0.692125	0.723	72.32	
0.504893	0.723	72.325	
0.28821	0.723	72.33	
0.3955	0.723	72.335	
0.55959	0.723	72.34	
0.439678	0.723	72.345	
0.30504	0.723	72.35	
0.458611	0.723	72.355	
0.629013	0.723	72.36	
0.509101	0.723	72.365	
0.313455	0.723	72.37	
0.420744	0.723	72.375	
0.536449	0.723	72.38	
0.427056	0.723	72.385	
0.284002	0.723	72.39	
0.420744	0.723	72.395	
0.626909	0.723	72.4	
0.54276	0.724	72.405	
0.408122	0.724	72.41	
0.534345	0.724	72.415	
0.679502	0.724	72.42	
0.498582	0.724	72.425	
0.298729	0.724	72.43	
0.41233	0.724	72.435	
0.557486	0.724	72.44	
0.437574	0.724	72.445	
0.294521	0.724	72.45	
0.422848	0.724	72.455	
0.565901	0.724	72.46	
0.450197	0.724	72.465	
0.292417	0.724	72.47	
0.403915	0.724	72.475	
0.572212	0.724	72.48	
0.454404	0.724	72.485	
0.326077	0.724	72.49	
0.43547	0.724	72.495	
0.612183	0.724	72.5	
0.517516	0.725	72.505	
0.384981	0.725	72.51	
0.525931	0.725	72.515	
0.668984	0.725	72.52	
0.496478	0.725	72.525	
0.319766	0.725	72.53	
0.439678	0.725	72.535	
0.565901	0.725	72.54	
0.424952	0.725	72.545	
0.260862	0.725	72.55	
0.397603	0.725	72.555	
0.563798	0.725	72.56	
0.471234	0.725	72.565	
0.321869	0.725	72.57	
0.429159	0.725	72.575	
0.572212	0.725	72.58	
0.458611	0.725	72.585	
0.294521	0.725	72.59	
0.3955	0.725	72.595	
0.568005	0.725	72.6	
0.48596	0.726	72.605	
0.380774	0.726	72.61	
0.546968	0.726	72.615	
0.677399	0.726	72.62	
0.494375	0.726	72.625	
0.311351	0.726	72.63	
0.424952	0.726	72.635	
0.544864	0.726	72.64	
0.41233	0.726	72.645	
0.265069	0.726	72.65	
0.424952	0.726	72.655	
0.591146	0.726	72.66	
0.479649	0.726	72.665	
0.319766	0.726	72.67	
0.420744	0.726	72.675	
0.551175	0.726	72.68	
0.441782	0.726	72.685	
0.28821	0.726	72.69	
0.401811	0.726	72.695	
0.589042	0.726	72.7	
0.511204	0.727	72.705	
0.406018	0.727	72.71	
0.563798	0.727	72.715	
0.656361	0.727	72.72	
0.4523	0.727	72.725	
0.258758	0.727	72.73	
0.363944	0.727	72.735	
0.521723	0.727	72.74	
0.416537	0.727	72.745	
0.290314	0.727	72.75	
0.454404	0.727	72.755	
0.603768	0.727	72.76	
0.473337	0.727	72.765	
0.290314	0.727	72.77	
0.429159	0.727	72.775	
0.568005	0.727	72.78	
0.439678	0.727	72.785	
0.311351	0.727	72.79	
0.450197	0.727	72.795	
0.612183	0.727	72.8	
0.490167	0.728	72.805	
0.349218	0.728	72.81	
0.511204	0.728	72.815	
0.660569	0.728	72.82	
0.504893	0.728	72.825	
0.317662	0.728	72.83	
0.464923	0.728	72.835	
0.601665	0.728	72.84	
0.427056	0.728	72.845	
0.260862	0.728	72.85	
0.387085	0.728	72.855	
0.546968	0.728	72.86	
0.416537	0.728	72.865	
0.279795	0.728	72.87	
0.429159	0.728	72.875	
0.595353	0.728	72.88	
0.48596	0.728	72.885	
0.336596	0.728	72.89	
0.4523	0.728	72.895	
0.626909	0.728	72.9	
0.504893	0.729	72.905	
0.353425	0.729	72.91	
0.544864	0.729	72.915	
0.681606	0.729	72.92	
0.48596	0.729	72.925	
0.30504	0.729	72.93	
0.445989	0.729	72.935	
0.597457	0.729	72.94	
0.418641	0.729	72.945	
0.256654	0.729	72.95	
0.366048	0.729	72.955	
0.532242	0.729	72.96	
0.414433	0.729	72.965	
0.273484	0.729	72.97	
0.420744	0.729	72.975	
0.589042	0.729	72.98	
0.462819	0.729	72.985	
0.315558	0.729	72.99	
0.4523	0.729	72.995	
0.643739	0.729	73	
0.500686	0.73	73.005	
0.36184	0.73	73.01	
0.519619	0.73	73.015	
0.679502	0.73	73.02	
0.473337	0.73	73.025	
0.275588	0.73	73.03	
0.422848	0.73	73.035	
0.572212	0.73	73.04	
0.416537	0.73	73.045	
0.231409	0.73	73.05	
0.37867	0.73	73.055	
0.551175	0.73	73.06	
0.429159	0.73	73.065	
0.277691	0.73	73.07	
0.408122	0.73	73.075	
0.616391	0.73	73.08	
0.504893	0.73	73.085	
0.363944	0.73	73.09	
0.496478	0.73	73.095	
0.654258	0.73	73.1	
0.519619	0.731	73.105	
0.323973	0.731	73.11	
0.454404	0.731	73.115	
0.582731	0.731	73.12	
0.429159	0.731	73.125	
0.279795	0.731	73.13	
0.43547	0.731	73.135	
0.626909	0.731	73.14	
0.46913	0.731	73.145	
0.298729	0.731	73.15	
0.408122	0.731	73.155	
0.546968	0.731	73.16	
0.429159	0.731	73.165	
0.281899	0.731	73.17	
0.424952	0.731	73.175	
0.654258	0.731	73.18	
0.538553	0.731	73.185	
0.374463	0.731	73.19	
0.481752	0.731	73.195	
0.618494	0.731	73.2	
0.490167	0.732	73.205	
0.317662	0.732	73.21	
0.481752	0.732	73.215	
0.664776	0.732	73.22	
0.515412	0.732	73.225	
0.326077	0.732	73.23	
0.424952	0.732	73.235	
0.57642	0.732	73.24	
0.401811	0.732	73.245	
0.218787	0.732	73.25	
0.36184	0.732	73.255	
0.570109	0.732	73.26	
0.48596	0.732	73.265	
0.351322	0.732	73.27	
0.477545	0.732	73.275	
0.654258	0.732	73.28	
0.513308	0.732	73.285	
0.326077	0.732	73.29	
0.408122	0.732	73.295	
0.557486	0.732	73.3	
0.492271	0.733	73.305	
0.353425	0.733	73.31	
0.50279	0.733	73.315	
0.647946	0.733	73.32	
0.490167	0.733	73.325	
0.292417	0.733	73.33	
0.3955	0.733	73.335	
0.544864	0.733	73.34	
0.43547	0.733	73.345	
0.28821	0.733	73.35	
0.441782	0.733	73.355	
0.645843	0.733	73.36	
0.532242	0.733	73.365	
0.357633	0.733	73.37	
0.439678	0.733	73.375	
0.601665	0.733	73.38	
0.458611	0.733	73.385	
0.286106	0.733	73.39	
0.380774	0.733	73.395	
0.578524	0.733	73.4	
0.528034	0.734	73.405	
0.408122	0.734	73.41	
0.532242	0.734	73.415	
0.664776	0.734	73.42	
0.477545	0.734	73.425	
0.277691	0.734	73.43	
0.370255	0.734	73.435	
0.54276	0.734	73.44	
0.431263	0.734	73.445	
0.300832	0.734	73.45	
0.445989	0.734	73.455	
0.624805	0.734	73.46	
0.521723	0.734	73.465	
0.349218	0.734	73.47	
0.437574	0.734	73.475	
0.584835	0.734	73.48	
0.473337	0.734	73.485	
0.315558	0.734	73.49	
0.443885	0.734	73.495	
0.601665	0.734	73.5	
0.519619	0.735	73.505	
0.3955	0.735	73.51	
0.509101	0.735	73.515	
0.647946	0.735	73.52	
0.462819	0.735	73.525	
0.294521	0.735	73.53	
0.424952	0.735	73.535	
0.589042	0.735	73.54	
0.475441	0.735	73.545	
0.311351	0.735	73.55	
0.422848	0.735	73.555	
0.574316	0.735	73.56	
0.433367	0.735	73.565	
0.281899	0.735	73.57	
0.397603	0.735	73.575	
0.570109	0.735	73.58	
0.481752	0.735	73.585	
0.349218	0.735	73.59	
0.443885	0.735	73.595	
0.601665	0.735	73.6	
0.48596	0.736	73.605	
0.368151	0.736	73.61	
0.511204	0.736	73.615	
0.671087	0.736	73.62	
0.481752	0.736	73.625	
0.30504	0.736	73.63	
0.416537	0.736	73.635	
0.544864	0.736	73.64	
0.372359	0.736	73.645	
0.212476	0.736	73.65	
0.349218	0.736	73.655	
0.540657	0.736	73.66	
0.464923	0.736	73.665	
0.330284	0.736	73.67	
0.481752	0.736	73.675	
0.656361	0.736	73.68	
0.546968	0.736	73.685	
0.366048	0.736	73.69	
0.454404	0.736	73.695	
0.607976	0.736	73.7	
0.519619	0.737	73.705	
0.389189	0.737	73.71	
0.525931	0.737	73.715	
0.662672	0.737	73.72	
0.488064	0.737	73.725	
0.284002	0.737	73.73	
0.393396	0.737	73.735	
0.523827	0.737	73.74	
0.368151	0.737	73.745	
0.258758	0.737	73.75	
0.429159	0.737	73.755	
0.65005	0.737	73.76	
0.540657	0.737	73.765	
0.389189	0.737	73.77	
0.494375	0.737	73.775	
0.637428	0.737	73.78	
0.504893	0.737	73.785	
0.340803	0.737	73.79	
0.422848	0.737	73.795	
0.557486	0.737	73.8	
0.441782	0.738	73.805	
0.326077	0.738	73.81	
0.473337	0.738	73.815	
0.607976	0.738	73.82	
0.450197	0.738	73.825	
0.28821	0.738	73.83	
0.439678	0.738	73.835	
0.597457	0.738	73.84	
0.458611	0.738	73.845	
0.311351	0.738	73.85	
0.467026	0.738	73.855	
0.618494	0.738	73.86	
0.481752	0.738	73.865	
0.338699	0.738	73.87	
0.456508	0.738	73.875	
0.607976	0.738	73.88	
0.473337	0.738	73.885	
0.300832	0.738	73.89	
0.406018	0.738	73.895	
0.574316	0.738	73.9	
0.473337	0.739	73.905	
0.340803	0.739	73.91	
0.498582	0.739	73.915	
0.63322	0.739	73.92	
0.481752	0.739	73.925	
0.315558	0.739	73.93	
0.439678	0.739	73.935	
0.557486	0.739	73.94	
0.437574	0.739	73.945	
0.290314	0.739	73.95	
0.429159	0.739	73.955	
0.59325	0.739	73.96	
0.46913	0.739	73.965	
0.317662	0.739	73.97	
0.464923	0.739	73.975	
0.620598	0.739	73.98	
0.475441	0.739	73.985	
0.330284	0.739	73.99	
0.445989	0.739	73.995	
0.612183	0.739	74	
0.521723	0.74	74.005	
0.406018	0.74	74.01	
0.536449	0.74	74.015	
0.660569	0.74	74.02	
0.462819	0.74	74.025	
0.273484	0.74	74.03	
0.384981	0.74	74.035	
0.544864	0.74	74.04	
0.408122	0.74	74.045	
0.294521	0.74	74.05	
0.4523	0.74	74.055	
0.620598	0.74	74.06	
0.488064	0.74	74.065	
0.296625	0.74	74.07	
0.410226	0.74	74.075	
0.546968	0.74	74.08	
0.441782	0.74	74.085	
0.309247	0.74	74.09	
0.456508	0.74	74.095	
0.664776	0.74	74.1	
0.553279	0.741	74.105	
0.389189	0.741	74.11	
0.515412	0.741	74.115	
0.629013	0.741	74.12	
0.416537	0.741	74.125	
0.233513	0.741	74.13	
0.391292	0.741	74.135	
0.584835	0.741	74.14	
0.477545	0.741	74.145	
0.349218	0.741	74.15	
0.500686	0.741	74.155	
0.673191	0.741	74.16	
0.515412	0.741	74.165	
0.311351	0.741	74.17	
0.399707	0.741	74.175	
0.561694	0.741	74.18	
0.454404	0.741	74.185	
0.334492	0.741	74.19	
0.481752	0.741	74.195	
0.664776	0.741	74.2	
0.557486	0.742	74.205	
0.393396	0.742	74.21	
0.509101	0.742	74.215	
0.63322	0.742	74.22	
0.418641	0.742	74.225	
0.241928	0.742	74.23	
0.399707	0.742	74.235	
0.603768	0.742	74.24	
0.471234	0.742	74.245	
0.302936	0.742	74.25	
0.460715	0.742	74.255	
0.616391	0.742	74.26	
0.467026	0.742	74.265	
0.302936	0.742	74.27	
0.4523	0.742	74.275	
0.626909	0.742	74.28	
0.519619	0.742	74.285	
0.334492	0.742	74.29	
0.433367	0.742	74.295	
0.574316	0.742	74.3	
0.43547	0.743	74.305	
0.290314	0.743	74.31	
0.462819	0.743	74.315	
0.635324	0.743	74.32	
0.477545	0.743	74.325	
0.313455	0.743	74.33	
0.454404	0.743	74.335	
0.614287	0.743	74.34	
0.450197	0.743	74.345	
0.290314	0.743	74.35	
0.427056	0.743	74.355	
0.591146	0.743	74.36	
0.479649	0.743	74.365	
0.336596	0.743	74.37	
0.473337	0.743	74.375	
0.639532	0.743	74.38	
0.488064	0.743	74.385	
0.317662	0.743	74.39	
0.429159	0.743	74.395	
0.568005	0.743	74.4	
0.460715	0.744	74.405	
0.338699	0.744	74.41	
0.525931	0.744	74.415	
0.692125	0.744	74.42	
0.517516	0.744	74.425	
0.340803	0.744	74.43	
0.477545	0.744	74.435	
0.586938	0.744	74.44	
0.399707	0.744	74.445	
0.244032	0.744	74.45	
0.408122	0.744	74.455	
0.603768	0.744	74.46	
0.473337	0.744	74.465	
0.334492	0.744	74.47	
0.475441	0.744	74.475	
0.629013	0.744	74.48	
0.462819	0.744	74.485	
0.27138	0.744	74.49	
0.374463	0.744	74.495	
0.536449	0.744	74.5	
0.462819	0.745	74.505	
0.351322	0.745	74.51	
0.534345	0.745	74.515	
0.704747	0.745	74.52	
0.540657	0.745	74.525	
0.336596	0.745	74.53	
0.441782	0.745	74.535	
0.551175	0.745	74.54	
0.406018	0.745	74.545	
0.250343	0.745	74.55	
0.387085	0.745	74.555	
0.582731	0.745	74.56	
0.492271	0.745	74.565	
0.326077	0.745	74.57	
0.462819	0.745	74.575	
0.622702	0.745	74.58	
0.473337	0.745	74.585	
0.307143	0.745	74.59	
0.406018	0.745	74.595	
0.572212	0.745	74.6	
0.473337	0.746	74.605	
0.34501	0.746	74.61	
0.481752	0.746	74.615	
0.639532	0.746	74.62	
0.473337	0.746	74.625	
0.313455	0.746	74.63	
0.4523	0.746	74.635	
0.603768	0.746	74.64	
0.458611	0.746	74.645	
0.300832	0.746	74.65	
0.43547	0.746	74.655	
0.572212	0.746	74.66	
0.450197	0.746	74.665	
0.30504	0.746	74.67	
0.433367	0.746	74.675	
0.616391	0.746	74.68	
0.483856	0.746	74.685	
0.330284	0.746	74.69	
0.448093	0.746	74.695	
0.595353	0.746	74.7	
0.481752	0.747	74.705	
0.347114	0.747	74.71	
0.506997	0.747	74.715	
0.66688	0.747	74.72	
0.496478	0.747	74.725	
0.334492	0.747	74.73	
0.46913	0.747	74.735	
0.614287	0.747	74.74	
0.458611	0.747	74.745	
0.277691	0.747	74.75	
0.429159	0.747	74.755	
0.578524	0.747	74.76	
0.450197	0.747	74.765	
0.292417	0.747	74.77	
0.441782	0.747	74.775	
0.647946	0.747	74.78	
0.517516	0.747	74.785	
0.370255	0.747	74.79	
0.46913	0.747	74.795	
0.610079	0.747	74.8	
0.46913	0.748	74.805	
0.330284	0.748	74.81	
0.496478	0.748	74.815	
0.652154	0.748	74.82	
0.46913	0.748	74.825	
0.281899	0.748	74.83	
0.410226	0.748	74.835	
0.549071	0.748	74.84	
0.424952	0.748	74.845	
0.269276	0.748	74.85	
0.420744	0.748	74.855	
0.601665	0.748	74.86	
0.46913	0.748	74.865	
0.307143	0.748	74.87	
0.445989	0.748	74.875	
0.614287	0.748	74.88	
0.477545	0.748	74.885	
0.313455	0.748	74.89	
0.427056	0.748	74.895	
0.563798	0.748	74.9	
0.437574	0.749	74.905	
0.290314	0.749	74.91	
0.46913	0.749	74.915	
0.660569	0.749	74.92	
0.492271	0.749	74.925	
0.317662	0.749	74.93	
0.437574	0.749	74.935	
0.584835	0.749	74.94	
0.422848	0.749	74.945	
0.265069	0.749	74.95	
0.456508	0.749	74.955	
0.654258	0.749	74.96	
0.513308	0.749	74.965	
0.334492	0.749	74.97	
0.420744	0.749	74.975	
0.568005	0.749	74.98	
0.410226	0.749	74.985	
0.241928	0.749	74.99	
0.374463	0.749	74.995	
0.595353	0.749	75	
0.538553	0.75	75.005	
0.454404	0.75	75.01	
0.612183	0.75	75.015	
0.729992	0.75	75.02	
0.496478	0.75	75.025	
0.284002	0.75	75.03	
0.387085	0.75	75.035	
0.551175	0.75	75.04	
0.406018	0.75	75.045	
0.277691	0.75	75.05	
0.439678	0.75	75.055	
0.618494	0.75	75.06	
0.462819	0.75	75.065	
0.248239	0.75	75.07	
0.36184	0.75	75.075	
0.544864	0.75	75.08	
0.441782	0.75	75.085	
0.328181	0.75	75.09	
0.506997	0.75	75.095	
0.719473	0.75	75.1	
0.603768	0.751	75.105	
0.420744	0.751	75.11	
0.521723	0.751	75.115	
0.654258	0.751	75.12	
0.448093	0.751	75.125	
0.25455	0.751	75.13	
0.393396	0.751	75.135	
0.572212	0.751	75.14	
0.456508	0.751	75.145	
0.275588	0.751	75.15	
0.408122	0.751	75.155	
0.553279	0.751	75.16	
0.420744	0.751	75.165	
0.269276	0.751	75.17	
0.414433	0.751	75.175	
0.622702	0.751	75.18	
0.528034	0.751	75.185	
0.37867	0.751	75.19	
0.509101	0.751	75.195	
0.671087	0.751	75.2	
0.578524	0.752	75.205	
0.389189	0.752	75.21	
0.494375	0.752	75.215	
0.622702	0.752	75.22	
0.4523	0.752	75.225	
0.252447	0.752	75.23	
0.387085	0.752	75.235	
0.561694	0.752	75.24	
0.456508	0.752	75.245	
0.307143	0.752	75.25	
0.456508	0.752	75.255	
0.631117	0.752	75.26	
0.504893	0.752	75.265	
0.317662	0.752	75.27	
0.450197	0.752	75.275	
0.620598	0.752	75.28	
0.521723	0.752	75.285	
0.349218	0.752	75.29	
0.450197	0.752	75.295	
0.629013	0.752	75.3	
0.509101	0.753	75.305	
0.342907	0.753	75.31	
0.454404	0.753	75.315	
0.603768	0.753	75.32	
0.471234	0.753	75.325	
0.307143	0.753	75.33	
0.420744	0.753	75.335	
0.597457	0.753	75.34	
0.458611	0.753	75.345	
0.292417	0.753	75.35	
0.397603	0.753	75.355	
0.557486	0.753	75.36	
0.460715	0.753	75.365	
0.315558	0.753	75.37	
0.427056	0.753	75.375	
0.584835	0.753	75.38	
0.492271	0.753	75.385	
0.317662	0.753	75.39	
0.420744	0.753	75.395	
0.572212	0.753	75.4	
0.492271	0.754	75.405	
0.372359	0.754	75.41	
0.498582	0.754	75.415	
0.639532	0.754	75.42	
0.48596	0.754	75.425	
0.294521	0.754	75.43	
0.403915	0.754	75.435	
0.538553	0.754	75.44	
0.418641	0.754	75.445	
0.27138	0.754	75.45	
0.391292	0.754	75.455	
0.549071	0.754	75.46	
0.441782	0.754	75.465	
0.298729	0.754	75.47	
0.391292	0.754	75.475	
0.54276	0.754	75.48	
0.443885	0.754	75.485	
0.315558	0.754	75.49	
0.418641	0.754	75.495	
0.599561	0.754	75.5	
0.521723	0.755	75.505	
0.422848	0.755	75.51	
0.568005	0.755	75.515	
0.694228	0.755	75.52	
0.498582	0.755	75.525	
0.323973	0.755	75.53	
0.416537	0.755	75.535	
0.549071	0.755	75.54	
0.414433	0.755	75.545	
0.260862	0.755	75.55	
0.36184	0.755	75.555	
0.525931	0.755	75.56	
0.416537	0.755	75.565	
0.302936	0.755	75.57	
0.450197	0.755	75.575	
0.616391	0.755	75.58	
0.525931	0.755	75.585	
0.387085	0.755	75.59	
0.504893	0.755	75.595	
0.620598	0.755	75.6	
0.492271	0.756	75.605	
0.372359	0.756	75.61	
0.538553	0.756	75.615	
0.698436	0.756	75.62	
0.515412	0.756	75.625	
0.334492	0.756	75.63	
0.443885	0.756	75.635	
0.546968	0.756	75.64	
0.355529	0.756	75.645	
0.210372	0.756	75.65	
0.36184	0.756	75.655	
0.536449	0.756	75.66	
0.439678	0.756	75.665	
0.330284	0.756	75.67	
0.475441	0.756	75.675	
0.629013	0.756	75.68	
0.511204	0.756	75.685	
0.376566	0.756	75.69	
0.521723	0.756	75.695	
0.662672	0.756	75.7	
0.506997	0.757	75.705	
0.355529	0.757	75.71	
0.50279	0.757	75.715	
0.626909	0.757	75.72	
0.437574	0.757	75.725	
0.262965	0.757	75.73	
0.406018	0.757	75.735	
0.553279	0.757	75.74	
0.406018	0.757	75.745	
0.277691	0.757	75.75	
0.441782	0.757	75.755	
0.597457	0.757	75.76	
0.471234	0.757	75.765	
0.330284	0.757	75.77	
0.479649	0.757	75.775	
0.641635	0.757	75.78	
0.511204	0.757	75.785	
0.355529	0.757	75.79	
0.467026	0.757	75.795	
0.618494	0.757	75.8	
0.477545	0.758	75.805	
0.319766	0.758	75.81	
0.490167	0.758	75.815	
0.643739	0.758	75.82	
0.467026	0.758	75.825	
0.30504	0.758	75.83	
0.4523	0.758	75.835	
0.601665	0.758	75.84	
0.427056	0.758	75.845	
0.279795	0.758	75.85	
0.441782	0.758	75.855	
0.620598	0.758	75.86	
0.494375	0.758	75.865	
0.336596	0.758	75.87	
0.456508	0.758	75.875	
0.586938	0.758	75.88	
0.479649	0.758	75.885	
0.328181	0.758	75.89	
0.460715	0.758	75.895	
0.614287	0.758	75.9	
0.519619	0.759	75.905	
0.372359	0.759	75.91	
0.528034	0.759	75.915	
0.654258	0.759	75.92	
0.464923	0.759	75.925	
0.286106	0.759	75.93	
0.43547	0.759	75.935	
0.591146	0.759	75.94	
0.439678	0.759	75.945	
0.28821	0.759	75.95	
0.431263	0.759	75.955	
0.584835	0.759	75.96	
0.4523	0.759	75.965	
0.28821	0.759	75.97	
0.416537	0.759	75.975	
0.610079	0.759	75.98	
0.500686	0.759	75.985	
0.351322	0.759	75.99	
0.492271	0.759	75.995	
0.626909	0.759	76	
0.492271	0.76	76.005	
0.366048	0.76	76.01	
0.511204	0.76	76.015	
0.658465	0.76	76.02	
0.496478	0.76	76.025	
0.292417	0.76	76.03	
0.433367	0.76	76.035	
0.568005	0.76	76.04	
0.406018	0.76	76.045	
0.262965	0.76	76.05	
0.401811	0.76	76.055	
0.59325	0.76	76.06	
0.467026	0.76	76.065	
0.311351	0.76	76.07	
0.456508	0.76	76.075	
0.624805	0.76	76.08	
0.492271	0.76	76.085	
0.313455	0.76	76.09	
0.46913	0.76	76.095	
0.637428	0.76	76.1	
0.519619	0.761	76.105	
0.368151	0.761	76.11	
0.530138	0.761	76.115	
0.677399	0.761	76.12	
0.488064	0.761	76.125	
0.275588	0.761	76.13	
0.401811	0.761	76.135	
0.557486	0.761	76.14	
0.406018	0.761	76.145	
0.235617	0.761	76.15	
0.403915	0.761	76.155	
0.597457	0.761	76.16	
0.498582	0.761	76.165	
0.34501	0.761	76.17	
0.473337	0.761	76.175	
0.639532	0.761	76.18	
0.504893	0.761	76.185	
0.34501	0.761	76.19	
0.4523	0.761	76.195	
0.626909	0.761	76.2	
0.515412	0.762	76.205	
0.353425	0.762	76.21	
0.525931	0.762	76.215	
0.675295	0.762	76.22	
0.462819	0.762	76.225	
0.267173	0.762	76.23	
0.418641	0.762	76.235	
0.574316	0.762	76.24	
0.406018	0.762	76.245	
0.235617	0.762	76.25	
0.389189	0.762	76.255	
0.629013	0.762	76.26	
